"animal","sex","mass_kg","tail_cm","shy_sec"
"8_115","F",2.62329376336095,7.63447403256754,27.2635503341637
"8_116","F",4.70259842817048,7.97834855265204,27.0857186617985
"8_117","F",4.96159686645339,7.1294174577281,21.8335740271068
"8_118","M",6.70600010759567,9.98454502693825,25.0275698425335
"8_119","F",4.72695630485419,6.70070523333755,29.047106119417
"8_120","F",5.46709028856718,5.76363064773413,28.6692157487776
"8_121","F",5.50553529775356,9.95918157643291,23.7282053211832
"8_122","M",5.38395124320992,10.0126883738782,24.1714471392124
"8_123","F",4.62459430393669,8.03013966555652,21.4528246521015
"8_124","F",5.24000024448524,6.06656405566066,27.645215398721
"8_125","F",6.61675110534233,6.30651238846593,25.946779084107
"8_126","M",4.27430004857893,6.96952156037051,31.6647406801471
"8_127","M",5.892429619214,7.06109019022244,36.3201790144849
"8_128","F",4.77763409211131,8.60865689242504,16.6321994253065
"8_129","F",5.23174269330207,11.0652688987739,32.8345786550425
"8_130","F",5.29304057053212,10.2793580215596,36.3942715532021
"8_131","M",3.84753118007653,8.10132119644696,28.9257008168485
"8_132","F",4.31930259505386,7.46187346440301,35.5132973514324
"8_133","F",6.01470199585161,5.86111309570473,36.3110604280249
"8_134","F",4.62158542526112,9.07401332437801,30.8650878066751
"8_135","F",6.23014204926767,7.60435251627026,26.909737395215
"8_136","F",5.6470653828129,8.59110068662068,33.3680725737039
"8_137","F",5.32603388632009,8.73592739416693,35.7167440575997
"8_138","F",2.18946185395637,6.00033016205315,17.6161945742489
"8_139","F",4.58748032194684,9.33108726841893,25.8519834562549
"8_140","M",5.4179809016728,7.06246350390877,39.6555956496202
"8_141","F",6.40003548972926,7.10350831217349,30.5698245176118
"8_142","M",4.41130132639941,6.76009817242318,26.7567267369873
"8_143","M",3.19840303760026,3.74465077901291,25.4581454795683
"8_144","F",4.14552184126591,7.71072074814571,29.8095458122727
"8_145","M",4.24611660750302,8.04844197257604,24.1759463031751
"8_146","M",3.80126331313624,8.73871384988887,24.5607549376383
"8_147","F",5.91710039418279,10.6091936978542,34.8676806654724
"8_148","M",4.12178146855935,9.62551583710776,22.0991473029076
"8_149","F",4.20792248264112,5.83588459906816,35.6110984167636
"8_150","M",4.84297063419845,6.13475705950531,35.5994332206517
"8_151","F",4.64029530043731,7.02770516365363,27.4090931385414
"8_152","F",4.58920854286837,4.77225817689134,20.6960257928158
"8_153","F",4.47632865201291,7.8323832760609,26.3507894701171
"8_154","F",5.63220384564358,8.48409047187472,39.0913151676814
"8_155","F",5.58520100187164,8.73385578333077,33.8113754063332
"8_156","F",5.29563753962135,6.42763367714522,33.9733687482997
"8_157","F",5.0999233256698,8.51501112423284,29.5731820495769
"8_158","M",6.59501536468235,8.36903823560198,21.8435915345239
"8_159","F",4.76928397988353,8.22379951368345,27.6714072752684
"8_160","M",5.29692357183702,9.08736471239103,26.6328168208996
"8_161","M",3.31864419943792,6.19873652125263,20.9722328646168
"8_162","F",1.61406819955028,5.7428202773503,26.5236377909374
"8_163","F",4.24539401630879,8.91366167308083,34.8175303672172
"8_164","F",4.18425927774775,9.28236776918246,25.0096193462957
"8_165","M",5.42757876842973,7.89440062208862,27.2208489342007
"8_166","F",4.44460338165346,8.76422927074915,36.1557004575124
"8_167","F",5.13393726821783,8.58206552753601,20.1723542309111
"8_168","F",5.20337907492326,9.70784100950796,19.5684600123523
"8_169","F",5.47665798457382,6.49150113025678,18.1664545971795
"8_170","M",5.30747577721286,6.91836636946726,29.1328849272154
"8_171","F",5.44797045769615,7.78248683109943,14.4331025521805
"8_172","M",4.89959545440424,7.26758382491296,28.5720676688948
"8_173","F",5.53694699064127,8.98089070692563,32.660614622053
"8_174","F",5.71871450060414,11.2369545125287,28.0692123576091
"8_175","M",3.90574840513033,8.18602938653611,31.7325193459311
"8_176","F",5.3024136899122,8.88511659578102,21.3030790023427
"8_177","M",3.35774053792374,6.5039336602331,28.4207426320458
"8_178","F",4.88176979957117,7.4677855301036,34.3961578603055
"8_179","F",4.11211056218013,9.07654216056265,27.4040829685054
"8_180","M",5.18594170295112,8.42038770916976,15.184414831464
"8_181","F",4.19127407605128,7.20608900728026,34.4864680470037
"8_182","F",6.72951553591366,11.1921254651564,21.3869233670985
"8_183","M",5.32762819554282,9.23853420061256,36.6320217621938
"8_184","F",4.65242379455219,8.67168182666451,28.3676556807987
"8_185","F",5.66324952107408,9.45167070259639,27.9114070383952
"8_186","F",4.9259562250559,9.71432930937009,19.6695922354084
"8_187","F",4.73793522059471,9.39733484654015,31.9026722714499
"8_188","M",4.66499528775574,6.70165170038213,35.0334651470857
"8_189","M",4.49471104465173,7.78672588211312,37.9863873578503
"8_190","F",4.78488949931515,7.66608810707103,28.8652861127279
"8_191","M",4.75066944467465,9.23946649919341,33.1417962052262
"8_192","M",7.05499456461805,9.63185998517874,25.9819218332887
"8_193","M",4.84264589796714,8.62960992815972,29.5546844157434
"8_194","M",5.13963450393616,9.56661294827312,32.8175057831188
"8_195","M",3.38731524144698,7.60237907402782,29.8671990902581
"8_196","F",5.70402459382855,7.6861783783891,34.5813226277478
"8_197","M",4.15984943570144,7.40231149815308,34.5680117731135
"8_198","M",4.10560192990364,6.38712501223013,32.5899561871902
"8_199","M",4.72616401621563,6.38943299116036,36.9444735477243
"8_200","M",3.67761187734461,7.53867421519316,32.7135118776436
"9_1","M",4.97870079535634,7.942589582059,29.2337851951944
"9_2","F",4.8952483530954,5.00052549609837,34.8769320713544
"9_3","M",4.24337858087138,6.96145974173301,32.0360727337786
"9_4","M",3.66013525352274,5.49345969726113,33.2961184951011
"9_5","F",5.62433551543025,8.79910324126378,32.8081605382646
"9_6","F",5.63417258078022,8.88737230273249,26.4898497496582
"9_7","M",6.00247883195723,9.63237197116507,30.2226075907553
"9_8","M",7.81577963742339,10.2106414622324,32.8471628392028
"9_9","F",5.25807978218936,8.07597064420378,28.5845835948981
"9_10","M",4.97177087138768,8.25567514464179,35.6641670337531
"9_11","F",5.6229248523517,10.7678512155646,32.2563296961575
"9_12","F",3.58804223485644,8.35251733177168,42.1421399946716
"9_13","F",3.94809813049865,7.48152941273034,38.8543574759361
"9_14","M",4.54698818618817,8.4132759392164,29.0785524684089
"9_15","M",5.71183975024765,9.06876709780913,31.1492891634359
"9_16","M",4.52484236957747,6.43438114031332,35.2296329105909
"9_17","F",5.71221115737734,5.24916231070841,40.6966651298773
"9_18","F",4.956721731254,9.64799849196445,26.8271947667916
"9_19","F",5.70438717839473,7.35001142147495,30.1527101531556
"9_20","M",7.97075887580702,12.5129966880461,24.7665447936156
"9_21","M",4.07448091107124,7.5942482528522,34.8238535332495
"9_22","F",5.16615549922477,9.40473637754226,28.1240750941492
"9_23","F",4.33363492499314,8.4698839224488,31.8344314992364
"9_24","M",4.88965045466951,8.3355287711275,32.0678567888157
"9_25","F",5.09267541258564,8.99409478563069,28.8586955438571
"9_26","F",5.41033304364227,7.11418867207304,32.1971328318611
"9_27","F",4.86262068158032,9.04979318203444,26.4824403468217
"9_28","M",5.92427427371695,9.94604861980323,24.2586994118655
"9_29","M",5.23459115152453,8.41354681371094,34.1481237250912
"9_30","M",3.67187741091565,5.94780873644594,34.1102749854381
"9_31","M",2.67178135227676,5.82824888241025,30.3014348849465
"9_32","M",4.55339603845649,7.45750475292814,30.0301016100532
"9_33","F",4.57395869000355,7.11484104491208,36.7521450125459
"9_34","M",4.90869640009532,7.92816772217362,39.5538715975927
"9_35","M",4.48785819200327,5.94868370310658,30.7571692828327
"9_36","M",5.57082946890642,7.48801124150265,28.9169510769198
"9_37","M",2.93405247949913,6.19646991282679,29.5117129791125
"9_38","M",4.54134269828371,7.31536323274687,25.5512505739028
"9_39","M",2.81832996059608,6.56876730918245,31.7914273614701
"9_40","F",4.66732649282526,6.58576760135693,33.0699509728834
"9_41","F",6.60912472151484,8.68317492209218,25.5508342110574
"9_42","M",5.96900803535254,6.29870739393495,28.7114319441651
"9_43","F",5.08120017916489,6.56411558930241,32.3680520706012
"9_44","F",5.89039120624417,7.75569242354061,37.9794097327766
"9_45","F",5.53648664984465,8.21806375618443,30.6211268852211
"9_46","M",3.9018627069984,6.97741582436451,27.2837135827922
"9_47","F",4.56393566252211,7.7978893323883,25.3650181490777
"9_48","F",4.62928084455076,7.59682715185316,22.7219865485431
"9_49","M",6.51991664194627,10.1292264741505,27.499017365755
"9_50","M",4.64923100575774,9.53095008332796,16.9757432730334
"9_51","F",5.34870459770431,6.97498267814479,25.5679268793701
"9_52","M",4.77596232871984,8.74503140603122,27.2187125988775
"9_53","F",6.09813524331596,10.8074724164148,26.1546926563991
"9_54","M",6.44982482686648,9.0583205792145,22.5562214530706
"9_55","F",6.08050745063997,9.10707919737807,37.0802442207993
"9_56","M",4.43220614578659,10.7208845218155,28.632420484865
"9_57","M",3.62726989674047,7.30601273429627,29.7419055433371
"9_58","F",5.10339036007891,8.64233418371818,27.4383438106196
"9_59","F",4.41567717055712,7.38062034109574,34.0681722729057
"9_60","M",4.21873668582172,9.31549860565782,29.7932118385353
"9_61","F",4.68935094569988,7.48923300889865,23.941009805088
"9_62","F",4.47224759015753,7.52096871153488,27.7642543583387
"9_63","F",4.94971171170269,7.29275967252263,33.7692969587646
"9_64","F",5.36840470151152,7.53639486081426,26.9217471804228
"9_65","M",5.65320914300685,7.49999051424565,23.9946186405943
"9_66","M",5.67768336193865,8.48343821705096,24.6466149348159
"9_67","M",5.56897833236202,9.54993756412318,32.2722693593644
"9_68","M",5.29925104100762,7.81129491900516,28.7649656978641
"9_69","M",5.405918898927,7.40754680213684,30.518154067793
"9_70","F",4.71336318361609,7.06282367254471,31.1045240465954
"9_71","M",4.49977490274687,7.02748043670558,29.7484290542056
"9_72","M",4.24021274775047,6.17912217774774,23.879483930723
"9_73","M",4.95405876926109,9.363431735034,24.9037935434376
"9_74","M",4.86908550368235,10.9185637790995,33.5986870887223
"9_75","F",5.5160594408163,9.57311969699752,24.4225751566104
"9_76","M",5.41059775245432,8.48770486199851,26.3323380412361
"9_77","F",5.54123295030444,7.45241240764421,25.36955477391
"9_78","F",5.15297429709699,7.86258177975217,23.4369862024761
"9_79","M",4.29711107677203,8.84821006376334,37.0729601669281
"9_80","M",3.93278558702921,8.01977008820235,21.7895983704853
"9_81","F",6.29202547269903,6.49424963202448,20.5914396975632
"9_82","F",6.02344951188389,9.13370807567333,22.4125817971179
"9_83","M",5.09512993003361,8.56378969371254,24.5868592277195
"9_84","M",5.49129520071603,6.63212461681357,25.770910738894
"9_85","M",4.90610040355424,8.27359337521693,26.5066426465956
"9_86","F",4.39751842712194,7.03493566235615,36.8886082287563
"9_87","F",4.99096888147982,5.76991284287553,30.4088876008531
"9_88","F",5.31783970230179,8.73476470140817,21.08618106908
"9_89","F",5.47155133576034,8.3008563458953,32.0530386415217
"9_90","M",4.84017346205888,7.55297636429603,31.207422103119
"9_91","M",4.87074215858619,5.57470377358409,46.0366696160156
"9_92","F",5.28793637243827,7.18321494113341,29.2337841941839
"9_93","F",5.30730386123507,5.4888479191287,27.5933540305867
"9_94","M",5.37011810142703,7.11713387619885,34.287982661779
"9_95","M",3.94644648469719,5.91133893092576,40.7323109949792
"9_96","F",5.33399347632264,8.63906775327421,29.3766876903043
"9_97","M",5.89243700604168,7.6310214611721,36.7063585383208
"9_98","F",3.29118287835728,8.23338859975191,37.4555666735453
"9_99","M",4.67988245329971,6.10605187283161,21.1715374616124
"9_100","F",4.48099765069376,6.30010223854421,34.7870992269746
"9_101","M",6.13437947062112,8.47751112085239,44.0608800110444
"9_102","F",4.25672879732666,7.46007061615185,45.0440503418885
"9_103","M",5.88813362815807,8.85296459415107,23.9846390010099
"9_104","F",5.29972589630223,8.52435276109213,25.5330693996796
"9_105","M",4.63156148596522,9.32769822885816,27.5458531923966
"9_106","M",3.1445656191114,8.84263681461139,29.0591052635171
"9_107","F",3.92323741055849,7.77244040462066,32.8223894521928
"9_108","F",4.54821072640167,9.49956504414092,27.2574595651246
"9_109","M",4.54908771575297,9.16907285705587,30.8529113578387
"9_110","F",4.07257773767235,6.79972701127819,29.9803095617391
"9_111","M",5.14531286616498,8.63492715514049,20.9543357399431
"9_112","M",3.36728319688634,7.02228495549049,28.6272444998483
"9_113","F",2.79932399028228,5.683207711198,22.4956969910048
"9_114","M",5.22423243768295,9.80518960482676,19.643927830355
"9_115","M",4.93699211682745,6.69442131430214,24.5735265357408
"9_116","F",4.586186606784,7.09836898865823,32.2189864071102
"9_117","M",5.17580821389751,11.9904582121495,23.9191373012866
"9_118","F",5.39226781178558,12.057756257231,29.4631320466222
"9_119","M",5.37151181814069,9.99367869866981,17.3943129470267
"9_120","M",4.51469096094052,9.81416371330097,30.7439233305375
"9_121","F",5.9716757741387,10.7558579135699,41.9641183609047
"9_122","M",4.31033103591207,8.21004358356544,40.2651729285489
"9_123","M",3.41927433376565,6.40723765867755,32.6040633044344
"9_124","M",4.825718447482,6.91222854825445,38.275018994096
"9_125","F",4.58090741301902,6.41560270228495,33.8002883423286
"9_126","M",3.5822255000204,5.95252887950468,36.1297706068038
"9_127","M",4.77344263791202,9.03332007591095,33.1815058829127
"9_128","M",5.14727830712649,6.89027642325243,45.7377589750097
"9_129","F",4.71038113823429,6.34657222791947,26.3045739661061
"9_130","M",6.206537800376,9.90998687452519,19.2581161782353
"9_131","F",5.60565502291281,9.30936530367752,16.9829665752666
"9_132","M",4.899395027514,7.98819414538365,12.4621347029916
"9_133","F",5.46051640780635,7.25194823731089,29.5263680694788
"9_134","F",6.78048259055479,10.2086023924514,23.9366809651765
"9_135","M",5.26044571314851,9.01504752647632,25.205407546354
"9_136","M",6.02378332401024,8.5439173052565,28.1561369862154
"9_137","M",5.71162563136191,7.64238714538852,27.9306471234913
"9_138","F",6.79224683599926,8.44207841620591,12.8124525217256
"9_139","M",6.7906381875603,6.49872294217904,23.7437759714117
"9_140","F",4.97854435910569,5.2924985460641,22.4177197894941
"9_141","F",3.11025180575985,7.04641190937071,29.0019202761378
"9_142","F",2.79523534458933,6.29342346603767,32.7761185148766
"9_143","M",4.05199781329983,8.40408745040319,30.9637424513076
"9_144","F",4.37345575098404,7.14933851576813,23.8722581179581
"9_145","F",6.57038514713114,10.1292783746742,30.3648347430814
"9_146","F",6.0173084646915,10.1519587451132,31.9685833910262
"9_147","F",4.99273782869081,6.49915722984845,32.8087356818501
"9_148","F",3.86086171355954,5.7631835509779,34.0470733066978
"9_149","M",5.35576222036976,10.5762910334593,27.5930731900265
"9_150","F",4.4644892458426,9.05002835117347,28.7543916272577
"9_151","F",5.98175510102449,9.34770073774112,35.6528923623509
"9_152","F",4.33782898089509,9.9720634892537,35.1145168593872
"9_153","M",3.35533967158554,3.58799072404651,40.1369827873795
"9_154","M",2.94791046217358,4.7356772511886,43.1342439492426
"9_155","M",4.66190340122968,4.11166346839703,35.3840793376526
"9_156","M",5.30545839473764,5.2111794442105,29.2940238415051
"9_157","F",3.94885774927981,7.3650239933364,31.2232640936702
"9_158","F",4.58255652413832,10.5225889869148,28.5342520662292
"9_159","F",3.69768847747102,7.44172502780124,34.0356296326155
"9_160","M",5.56488466232564,9.62368958803574,35.6286951001729
"9_161","F",4.37408425731222,7.68873947384336,34.2078109132762
"9_162","M",4.8424870436121,11.4078019659394,21.3507654389324
"9_163","F",5.54052269767866,9.06823720823674,26.2255006363007
"9_164","M",6.2668993726595,10.8785347093706,21.446195465855
"9_165","F",3.80616858159697,5.03721743067431,28.410643920867
"9_166","F",5.94285208077774,8.17043379822958,34.6273505784653
"9_167","M",5.15249778169322,9.24073237154297,30.6685363852143
"9_168","M",5.2100849465466,7.52610785148839,35.2840425528871
"9_169","M",3.25988108683917,6.58561696340664,26.8911003365662
"9_170","M",5.08684820760331,6.6487964979027,27.8564692303012
"9_171","M",3.86228603479058,7.98189833832737,24.9756479147281
"9_172","M",2.706769457111,3.53662260491808,37.105964158355
"9_173","F",4.37555605595778,11.7500727369132,33.3365651922747
"9_174","F",3.79425882593866,8.22333891204091,27.4961963082947
"9_175","F",4.72811873357248,9.88625778221945,37.5664187679192
"9_176","F",4.53226860003319,9.59177631372951,23.7101501231953
"9_177","M",5.88445758784235,9.43528471155194,37.0855995660741
"9_178","M",4.54861019921547,8.30032325383195,19.8914341177635
"9_179","M",4.58432570291748,8.4953755684451,34.9649935063861
"9_180","F",3.05311822853238,5.89990376123408,37.1436319103421
"9_181","M",5.75073126610483,9.68017571713659,38.7629301713858
"9_182","M",5.30467893174611,10.6250951897383,21.7674897824708
"9_183","F",5.44152603091897,9.4050419112348,26.277937844965
"9_184","M",6.11397323548854,9.76666302589092,29.3015327793337
"9_185","M",5.21786574911176,6.19635245423902,36.6396909855031
"9_186","F",4.56700324165897,8.20497828440458,34.4348472300753
"9_187","F",5.02828848890139,8.14224521147844,29.6596614559971
"9_188","F",4.04274292644246,5.65833560901326,35.2818525260558
"9_189","F",4.92652704207568,7.11292580669902,35.6560284718773
"9_190","F",4.38010198183685,7.58148919177214,29.5736333964415
"9_191","F",4.73173921485048,8.72370297635513,28.3474876493395
"9_192","F",5.50633584022529,9.01630931999895,25.353051129347
"9_193","F",4.93389732437961,7.49974287288501,40.5455901663447
"9_194","F",5.31144846821601,8.74043415730523,24.0018370438013
"9_195","M",4.88961873644315,7.54920163649929,27.3539230342891
"9_196","M",4.45840933998548,7.12908945824274,33.5288758535341
"9_197","M",6.84220518599957,9.11444605036838,28.9649245186254
"9_198","F",5.303107440944,7.84093406190284,26.6354143581851
"9_199","M",5.34322243703054,7.58693228370685,31.1599189637579
"9_200","M",4.80261469199473,6.53081103488052,30.598614476413
"10_1","M",4.563758679578,7.04193626668861,26.3781881185231
"10_2","M",5.80433035481863,7.81803917241301,27.975618569957
"10_3","M",6.31747080572641,8.88875661380124,31.2480730549863
"10_4","M",6.83374968128864,8.94658343515652,26.8168304878116
"10_5","M",6.62561934602992,10.5024051611025,21.5959717254305
"10_6","M",4.90759401042809,6.84859451352664,28.9730975513028
"10_7","M",4.197519502711,8.37316443008355,23.0225009017661
"10_8","M",3.83101047883644,6.71355521568635,20.7937891457297
"10_9","F",4.99330446923307,9.18164379802458,23.557727226337
"10_10","F",3.55224879082755,6.22962498648904,40.553156824095
"10_11","M",4.31627597648021,8.8106610571337,33.6866722537776
"10_12","F",5.28822029814532,8.38753168184106,24.7188050562349
"10_13","F",5.40919141800778,10.689308703585,30.4694097969151
"10_14","M",3.65111792439848,5.07078092764899,23.9645189872582
"10_15","F",5.04978434443684,9.3529267381238,30.4435445870655
"10_16","F",6.8566251757709,8.74309217055608,26.7478755523569
"10_17","F",4.54618770104334,8.60397278278106,31.9849412778761
"10_18","F",5.29292343120913,7.78621694126896,30.5980204661583
"10_19","M",3.79003746485503,8.13744165162195,26.329637750603
"10_20","M",4.20554641694838,7.00477032956087,18.7523610371994
"10_21","F",5.38356740703389,8.4416171582539,42.3869921298032
"10_22","F",4.06939593585533,6.39321855160542,25.768626733801
"10_23","M",2.93221515879311,5.61112167229797,41.6373809599384
"10_24","F",3.92952510737894,8.74600005996923,21.1117752134368
"10_25","F",5.49603227637159,9.09021830431237,32.6554883607148
"10_26","F",5.05782783464391,9.05156824791089,29.848107134003
"10_27","M",3.9325363158344,8.66310767153788,26.1185128398419
"10_28","M",3.03347151874478,8.96248143712893,23.182386812385
"10_29","F",5.71651647124474,11.8409950728778,31.1235108052447
"10_30","M",4.48884228755408,9.8452844419481,21.7095829491862
"10_31","F",7.16428693872538,12.0131695563951,22.3996305338523
"10_32","M",4.83891532044457,12.7004746855739,22.6345122143289
"10_33","F",4.69850898172677,6.8232102783964,44.5176077840944
"10_34","M",4.28792417943644,5.06858196845653,37.7427874605987
"10_35","F",4.77690719747797,8.63265819558025,41.9803258065332
"10_36","M",4.7129808184733,7.45286800241954,30.5468807430349
"10_37","F",4.28418200557443,7.39383570560705,32.7715210891992
"10_38","M",4.86955013136166,9.31462790551854,29.2275072396314
"10_39","F",3.74113356258016,7.81822612962112,36.5724351288963
"10_40","M",4.81670627445673,8.01309897677339,32.5951241098027
"10_41","M",6.2406349917254,9.41300052349666,44.1478245001502
"10_42","M",4.60485093847265,8.43202861547015,39.2549287513107
"10_43","M",5.23776434800711,8.16974009047392,43.88532668879
"10_44","M",4.34211599311161,6.00236233611317,31.5745027098463
"10_45","M",4.3876984683666,7.79514380531486,25.3458613303762
"10_46","F",5.23543883178064,8.8401180508834,27.6885520197764
"10_47","F",5.47190920293197,9.82832564055284,25.1490303026923
"10_48","F",4.95918310180397,6.314979199525,36.9798241463756
"10_49","F",6.67835234932753,9.09448779187395,29.5244123479277
"10_50","M",4.63670095327849,7.08944036773335,36.7442856097903
"10_51","M",4.69600917503382,7.65699585091939,17.1765810860948
"10_52","F",4.78608079184396,7.57941139111345,24.3719862225293
