animal,Wood,Tarsus,Weight,Disp_Distance,White,Nb_Revival,Personality,Birth_Year,Birth_Temp,Birth_Moon
64,Wood_17,43.79544511020913,494.40427104987094,2.4748925408015894,1,0,Medium,1535,16.922565931847448,New
65,Wood_22,51.932757158604666,504.27031559352395,9.617498803409916,1,1,Medium,1535,25.434493901787583,First
66,Wood_19,46.41495358212196,514.5437808661322,4.2627426749640005,0,1,Shy,1535,23.27041635941348,Full
67,Wood_10,46.79982996237287,502.18289197703257,0.7982749375040677,1,1,Medium,1535,19.379906069234483,First
68,Wood_8,46.055168886205294,487.4430041861316,3.0901583170768285,1,0,Bold,1535,18.173136826459945,Last
69,Wood_5,49.38945163119671,486.3375069219626,1.9006717705052831,0,0,Bold,1535,23.494225986681663,New
70,Wood_24,42.085342979841975,472.4292338823751,4.7690425305023085,0,0,Shy,1535,18.178604565912607,First
71,Wood_16,48.10539574525165,512.5850948223234,6.994545610671273,0,0,Bold,1535,21.244875715738836,First
72,Wood_24,44.33355402111962,492.5237646248024,10.64342307337632,0,0,Bold,1535,24.379170211086674,New
73,Wood_23,51.74087600043216,518.0332563063929,2.5945473873929044,1,7,Bold,1535,16.729730707715966,Full
74,Wood_24,45.58627280884848,486.5884338241293,2.382255535233257,0,1,Bold,1535,12.883097198917419,Last
75,Wood_20,48.823000038799236,483.474880201322,3.303895195405306,1,1,Medium,1535,24.619936791762076,Last
76,Wood_23,48.64394399124153,484.26940268633405,5.569221373430379,0,1,Medium,1535,16.194059043502055,Full
77,Wood_27,50.025814855991996,484.36989985410713,22.010052683916914,1,0,Medium,1535,25.93368241362601,New
78,Wood_21,47.85014014718609,479.96031004263824,10.09611787999565,0,0,Shy,1535,20.68693216052761,Last
79,Wood_27,50.26357262866172,491.35092944238494,6.333791200950477,1,0,Medium,1535,24.164085898667587,Last
80,Wood_18,48.85528743044848,509.32758042071816,6.510602313637231,1,4,Shy,1535,21.793010728223173,Full
81,Wood_4,52.73740414908238,500.90916622309214,2.296676959196697,0,0,Bold,1535,22.88661119567842,First
82,Wood_13,52.59799501692618,514.3384162319056,0.8462745133282387,0,0,Bold,1535,17.306595772008908,First
83,Wood_26,41.56648266977508,460.8192801054878,2.005617823850831,0,0,Bold,1535,19.983238343605485,New
84,Wood_2,48.52669556444251,484.2456393448277,1.2475405359064833,1,0,Medium,1535,24.03655389641177,Last
85,Wood_28,53.70026184831242,502.2051218685317,8.818557653545897,1,1,Shy,1535,25.734982760271315,Full
86,Wood_7,49.60304892994197,490.60685794158127,1.875353924741969,0,1,Bold,1535,24.747684624957323,New
87,Wood_21,44.0693271493787,459.41178067058894,1.932448607961087,0,1,Medium,1535,14.129082264622319,Last
88,Wood_28,49.386191866118594,506.7958456897344,4.98973781887501,0,1,Bold,1535,15.844297562235708,First
89,Wood_13,46.94940171386846,464.3934079631279,9.808275792854507,0,0,Bold,1535,19.632526461051427,First
90,Wood_22,53.347369617786946,520.4509978884898,2.4677152141616627,0,1,Medium,1535,25.658704052330435,New
91,Wood_13,48.98398205728722,518.9267540230537,1.2396515253278968,0,3,Shy,1535,18.385296295831676,Full
92,Wood_18,46.98714406523409,475.00232022665347,8.375372402544915,0,0,Medium,1535,26.222946664692977,Last
93,Wood_8,49.244453797347404,491.3558775723858,3.6265935801417366,0,1,Bold,1535,17.29418283722958,Last
94,Wood_20,49.74810440912019,477.14228059038714,1.8060757450524445,0,2,Medium,1535,17.644023632664812,First
95,Wood_21,50.35223382913451,477.38055053731983,5.2925257158497745,1,0,Bold,1535,26.560366434002923,New
96,Wood_30,47.01011402150471,454.2571961221414,5.829886013540647,0,1,Shy,1535,19.512018200198696,First
97,Wood_24,49.35542353107905,493.82288510866204,2.530183724181312,1,2,Bold,1535,20.89595526913224,First
98,Wood_19,45.119482986690414,485.5319011341936,4.164936949032029,0,1,Shy,1535,6.473711131774273,First
99,Wood_7,47.13005391728697,493.62652362555156,0.5746836310742894,1,5,Medium,1535,16.49826284234897,Full
100,Wood_5,46.736325802727876,472.9019079764107,1.4704078350987246,0,1,Medium,1535,20.57241502236038,New
101,Wood_15,42.84757991057076,478.58593499139124,3.0288164553998036,0,0,Medium,1535,23.14524105094865,New
102,Wood_28,47.750540849197954,484.6377774787433,0.713492275606815,0,0,Medium,1535,15.317988709428182,Last
103,Wood_18,48.856668570289344,499.8963773496424,1.9157279218738286,0,1,Shy,1535,20.835723831999335,New
104,Wood_30,52.82597244546924,510.7868411899419,5.067545596902546,1,2,Shy,1535,28.206790188834333,Full
105,Wood_30,49.50489380100915,498.44360427286074,4.466030114091843,1,0,Shy,1535,20.23948627323906,First
106,Wood_17,49.33661227912452,479.424511475587,1.6926641921206083,0,0,Bold,1535,19.795554485651888,New
107,Wood_10,44.73362769611066,478.46129485810746,4.3318132494232175,0,2,Bold,1535,21.62352115776381,New
108,Wood_29,43.84910633963292,470.73522996705174,2.486735720956396,1,1,Medium,1535,17.94899470484713,First
109,Wood_27,48.27940012534585,500.0770544005935,3.7723881913827406,0,4,Shy,1535,12.757666256620144,Full
110,Wood_3,46.26447186645717,472.4380454953085,1.660939892679565,0,0,Bold,1535,18.035834886098375,New
111,Wood_21,48.435409008098645,507.42397764256606,14.00138461742117,0,2,Shy,1535,23.813213213715606,Last
112,Wood_20,54.134024391825015,507.5886494649293,1.3012923814501223,0,3,Bold,1535,19.214270043611368,New
113,Wood_9,45.46556325062095,482.107910820723,6.676138277342001,0,1,Shy,1535,22.48974164735738,Last
114,Wood_29,43.649374711848616,470.66895274967146,3.729016569665941,0,1,Medium,1535,24.05294826674402,Last
115,Wood_24,47.09306680540414,461.88062688735846,4.958259731355062,0,0,Shy,1535,27.825038151013096,First
116,Wood_6,47.63042351278432,472.3113090782582,0.884293259224411,1,0,Bold,1535,18.00701221530628,Last
117,Wood_8,47.69160783850798,480.6073467004635,3.434404917619148,0,0,Medium,1535,22.656312550412782,New
118,Wood_6,52.05967935152657,519.3997989683717,1.4356924770130852,0,3,Shy,1535,17.918403654513654,First
119,Wood_7,47.198553389349115,486.5041030864318,8.740170164731124,0,0,Bold,1535,26.483303529284917,First
120,Wood_16,47.91543440985518,516.6687811966796,3.0639207308178547,0,1,Shy,1535,19.71435927509436,First
121,Wood_8,50.460433924812655,500.4583673924508,6.367220134594683,1,8,Shy,1535,29.16965935267193,Full
122,Wood_11,46.30898168973984,474.8785324807819,4.005475834714727,0,2,Bold,1535,19.459145383177766,First
123,Wood_5,44.417118436265625,470.6740920211225,2.3747863732240093,1,2,Medium,1535,8.598559374904902,Last
124,Wood_29,48.64499524222828,481.5495368164586,12.004037857953225,0,2,Bold,1535,21.514604187252303,New
125,Wood_25,48.294135581648305,488.80885352546346,1.5716724772870907,0,2,Medium,1535,17.726564368906416,Last
126,Wood_11,50.362911686756306,513.2801743640885,4.27131117044289,1,1,Medium,1536,19.99025521374881,Full
127,Wood_9,48.54621879328116,480.41056497956953,2.1179248228231122,0,2,Medium,1536,16.142418927868164,New
128,Wood_8,53.01648942994943,493.32523509743515,4.348268951515724,1,3,Medium,1536,21.862618854257406,Full
129,Wood_18,45.02564667765258,487.1573680410852,0.8890454305046779,0,0,Medium,1536,18.100011214366866,First
130,Wood_21,42.66375168343841,477.2742409795375,0.9276946126267162,1,0,Shy,1536,13.090315063992877,Full
131,Wood_29,47.0253774279806,479.96116051135704,1.592429946801804,0,1,Medium,1536,14.808735638075763,First
132,Wood_26,45.7731732121606,503.6221559748625,3.1918129738470546,0,0,Medium,1536,19.362733306727158,Last
133,Wood_24,44.885299092801674,470.63093017304976,7.618503142065799,1,0,Medium,1536,20.273777315662652,Last
134,Wood_21,52.783188655651905,513.7107075502108,1.3019507040383798,0,4,Shy,1536,19.089938950087593,Full
135,Wood_23,48.57277459743697,482.97286774965954,0.9288137385565559,0,0,Medium,1536,19.725534012534787,Last
136,Wood_13,48.46423955980453,495.2338840886063,2.835003005848485,0,0,Medium,1536,14.456622744196567,Last
137,Wood_10,50.59638604323227,494.43829406336243,0.6017063988755371,0,0,Medium,1536,20.65650308700141,New
138,Wood_19,50.76848181759039,514.0979377687371,6.013798507753258,0,1,Bold,1536,21.132343850805025,First
139,Wood_16,50.23765294853715,503.00737029645535,0.7911102474904881,0,0,Medium,1536,22.628477557172335,New
140,Wood_15,44.258133136570535,478.12982647380386,2.005230246089937,0,0,Bold,1536,19.668549518040102,First
141,Wood_3,46.66095097711777,497.6757488043803,3.8714652227400124,0,0,Shy,1536,21.12254529464276,Last
142,Wood_26,48.70786603641875,494.6768379447489,5.26276693176453,0,0,Bold,1536,25.300746637287645,First
143,Wood_25,48.28181603213569,483.0566279704955,1.0560407420327598,0,0,Shy,1536,19.120552668793238,New
144,Wood_15,48.354436822291994,513.2585779261201,1.6670351796643368,0,1,Medium,1536,20.140626323077747,Full
145,Wood_16,52.339994163886274,510.5149081586927,0.6134505230978304,0,3,Shy,1536,12.5244505540033,Last
146,Wood_25,50.55072247589064,483.7438134457084,1.9131801860150455,1,2,Bold,1536,13.897686968534163,Last
147,Wood_18,48.42629527392138,503.6257469722963,1.6347461800797463,0,0,Shy,1536,21.968145471242384,First
148,Wood_1,45.050850735497214,468.11698410827984,6.587724973713134,1,0,Shy,1536,9.486113717485406,First
149,Wood_28,53.83664889843438,510.85202865626513,0.709299513454905,0,3,Medium,1536,16.766846983803816,First
150,Wood_20,54.70207504540158,525.3710283182681,1.33935727937729,0,3,Medium,1536,19.25113332379564,Full
151,Wood_14,48.76476735871479,500.80899240077076,2.419241777709312,1,1,Shy,1536,15.137061401038537,Last
152,Wood_24,50.312328536136576,520.1075005192216,5.899642302309843,0,1,Shy,1536,23.75419906994711,First
153,Wood_10,54.68047248800375,524.1845875026592,6.01005530620143,1,1,Medium,1536,28.118317855778667,First
154,Wood_4,57.38618562920952,532.1146101447652,3.254417183886722,0,2,Bold,1536,25.558870647834908,First
155,Wood_16,52.69093220416604,511.8639194862226,4.314099384601025,0,1,Medium,1536,18.162025822380215,New
156,Wood_18,49.29286293921153,511.3652436384716,0.4909486714364777,0,0,Shy,1536,13.653439097600835,First
157,Wood_22,56.670549362775354,541.0363251175366,2.028883485001408,1,0,Medium,1536,18.189216298859826,First
158,Wood_11,45.17568561215772,479.0795629742029,0.8559377416351737,1,1,Bold,1536,15.33785779179555,Last
159,Wood_29,46.36895321537237,494.21662712617734,0.44944356977959576,0,0,Shy,1536,19.125165227844636,First
160,Wood_27,49.79241463187206,499.4619504119902,1.5110185297560743,0,0,Bold,1536,16.875261216363654,First
161,Wood_29,50.83857900785954,520.1806158784296,2.9215800283819253,0,7,Shy,1536,20.369320634560836,Last
162,Wood_1,44.84487314366917,460.93035098264136,0.8958138265507214,0,0,Shy,1536,13.446510837075014,New
163,Wood_7,47.364221870375154,482.4378197114554,4.399838752981697,0,1,Medium,1536,25.461076842086776,First
164,Wood_24,50.67040231654906,504.67993506583895,3.2298026129986925,0,0,Medium,1536,32.31181248214295,First
165,Wood_28,51.766293483456366,504.19172304242545,14.909569835229918,0,1,Bold,1536,28.76458374314837,New
166,Wood_28,53.76414483467731,520.8034731553723,4.302409521804761,0,2,Shy,1536,24.204973840407405,Full
167,Wood_19,48.86259136324235,497.5469532828687,5.9624817174702764,0,1,Shy,1536,17.22054133450674,Full
168,Wood_26,51.60810824141167,519.9413241508965,1.2067790709508308,0,1,Medium,1536,20.604296574682316,New
169,Wood_19,45.07608823454484,516.8014218659499,3.569277760446651,1,1,Medium,1536,18.761375289391683,Last
170,Wood_28,55.4324622825663,509.1283326339416,6.035715708848179,0,2,Medium,1536,20.0132731939152,First
171,Wood_30,48.841500867957215,500.76090112480324,2.660381248654738,1,1,Shy,1536,22.078483247728077,Full
172,Wood_13,53.17986533511909,530.7598192773537,7.904493167788091,0,1,Medium,1536,24.582973777167886,Last
173,Wood_5,49.705358985081034,500.63639307467434,6.0308911341734754,0,2,Bold,1536,28.31005837959156,New
174,Wood_9,49.514218724777265,525.5653531679098,3.0074931439221473,0,0,Shy,1536,23.637453877223816,New
175,Wood_12,50.99680119350803,501.61468659360213,1.0311206237817747,0,1,Medium,1536,18.219486358621374,New
176,Wood_6,50.183347782957064,507.7469043155802,1.6732844910971916,0,1,Bold,1536,22.641082289927034,Last
177,Wood_18,52.73627044961687,536.2550985090232,2.973493128683668,1,1,Medium,1536,25.729046893809347,Last
178,Wood_26,45.34587661602944,482.0432474907531,1.4155874458009703,0,0,Shy,1536,17.49519142348485,Last
179,Wood_20,53.31112500000822,526.6591547106988,0.8162171565362365,0,0,Bold,1536,26.550140294869855,New
180,Wood_15,45.59192470084811,504.1959928349016,8.645665106775597,0,1,Shy,1536,25.643737285140702,Last
181,Wood_8,53.55622568049939,513.7368697770404,2.243055021593804,1,2,Medium,1536,17.049074959544477,Full
182,Wood_15,41.897935134042015,476.8722929563611,4.26102442468221,0,4,Medium,1536,13.336415536913144,Full
183,Wood_16,47.951617361571344,487.4653743672007,1.6663822845987204,0,3,Bold,1536,13.576847379081192,Last
184,Wood_27,50.372488029689094,490.4112973724843,3.5323012987406597,0,0,Medium,1536,17.40536334102216,Last
185,Wood_1,47.853896175361726,498.7527693497121,0.8047231166982558,1,0,Medium,1536,12.090138085208274,First
186,Wood_16,53.5514349874269,541.4032891174799,1.7910458331222472,0,2,Shy,1536,24.310222179137313,Last
187,Wood_14,55.68244847963941,515.4031529407323,1.8877112171750923,0,7,Medium,1536,17.109796257972818,Last
188,Wood_14,51.767324329840584,512.6692057117324,0.520876546500735,1,0,Medium,1536,17.91198391063579,Full
189,Wood_7,49.79998097601216,490.9565821860692,0.8203782730208866,0,2,Bold,1536,16.71909189908255,Last
190,Wood_3,51.55305716428457,505.5741744914238,0.9469870692424678,0,0,Medium,1536,15.611966781183723,New
191,Wood_21,51.631654255576564,499.31724807858114,5.372167899039675,0,0,Bold,1536,22.85586264631146,First
192,Wood_23,53.41627755240055,511.2627694289484,7.477534698145977,0,2,Shy,1536,20.131455954945995,Last
193,Wood_30,51.83650944030046,509.215150662513,0.7264899587645568,0,2,Shy,1536,17.4447224470942,First
194,Wood_26,47.79592912819328,518.3811553362307,38.934196293116244,0,0,Medium,1536,28.008738986329433,Full
195,Wood_9,48.509690409964314,485.9105841948871,1.8666759287262598,0,1,Shy,1536,19.519395990230915,New
196,Wood_27,50.6738954191065,508.29920108111014,0.7801792195095743,1,1,Medium,1536,25.984200752965652,Last
197,Wood_15,44.9244968253639,482.6779703204014,10.487407175704098,0,1,Shy,1536,25.176743028590387,Last
198,Wood_2,47.50845411751402,499.11726439592525,0.7699481749445815,0,1,Shy,1536,18.7174872376073,Last
199,Wood_27,52.31252352857226,525.362726356639,1.3506770807063189,0,1,Shy,1536,18.309192323753198,First
200,Wood_29,49.1337996583124,513.702674681694,1.070977944072409,0,0,Shy,1536,15.235922408147644,First
201,Wood_27,49.79556886036819,515.8381446271715,5.84989502739265,0,0,Shy,1536,15.745880344059433,Full
202,Wood_29,48.217298232995404,500.2959757874744,1.8240507938258574,0,2,Bold,1536,18.845779384891014,Last
203,Wood_24,48.40354239653793,511.70849574741544,1.7564898876426251,0,0,Medium,1536,17.711650627649693,New
204,Wood_19,50.25305945580569,510.3489882784867,2.5309965485362094,0,1,Shy,1536,24.140377180398527,Last
205,Wood_14,49.180153378175966,509.89954382679736,0.296305974006885,0,0,Medium,1536,23.06205218924182,New
206,Wood_29,45.099422245212274,510.5728426205514,3.0131702637061073,1,1,Shy,1536,17.04705266209755,Full
207,Wood_15,47.955229136879865,505.11123452987476,2.16213971242916,0,1,Shy,1536,23.579845879303765,Last
208,Wood_24,47.24319878210914,497.1308586554434,1.2974547642174117,0,1,Medium,1536,19.45612981086592,New
209,Wood_29,45.171247758676834,482.9242618400096,2.6681752338865485,0,1,Bold,1536,14.071860244419915,Last
210,Wood_12,53.23427065268978,513.6797319186194,5.954352240278385,0,2,Bold,1536,19.23623100093884,Last
211,Wood_9,52.25552286229596,505.1817998467516,3.213162860124725,0,0,Bold,1536,20.511951342591995,New
212,Wood_8,49.13567332626691,496.16161953505093,1.2708770319655593,1,1,Medium,1536,19.126943348747165,New
213,Wood_30,52.09173544939859,538.383369193387,6.516769383710848,1,1,Bold,1536,22.50751573404048,First
214,Wood_26,51.518925510931616,498.18911220062387,1.7388097675474838,0,1,Bold,1536,21.319972397219896,Full
215,Wood_11,50.58635809231529,487.26303307886207,3.0198200075947326,0,2,Shy,1536,20.22978735360247,First
216,Wood_4,49.7423305643176,482.2649374810394,1.9182095640598387,1,1,Medium,1536,23.89965439487062,Full
217,Wood_4,46.03824031445836,477.808320613739,1.2094525032399148,0,0,Bold,1536,17.275944804857733,New
218,Wood_3,50.047241669016174,508.6120530667095,2.5010795416559604,0,1,Bold,1536,26.439614967793723,New
219,Wood_6,56.07576462433862,530.5099614046093,0.5225247747134311,1,3,Bold,1536,17.177875115079182,New
220,Wood_10,52.91250166846539,503.35928183962227,6.012244028563891,1,1,Shy,1536,18.107411328595816,Full
221,Wood_26,44.3507459627781,502.1764686256719,7.0552163374671135,0,0,Shy,1536,18.71779529099016,Full
222,Wood_19,49.7559648577176,512.8339363469631,14.634825265447674,1,1,Medium,1536,22.494294097581225,Full
223,Wood_21,54.19608458074383,500.7252120942284,6.154306480246527,0,2,Bold,1536,31.19839622250814,New
224,Wood_6,53.44308917709618,528.0620190608934,0.6339267511990019,0,4,Medium,1536,16.246263506277497,First
225,Wood_5,51.69537699789374,505.9600019107311,1.0909558923060567,0,0,Medium,1536,18.687839789777822,First
226,Wood_13,55.56071618781505,531.6899536579584,1.1576339968058365,0,2,Medium,1536,23.45758480832123,New
227,Wood_14,51.00094188819246,513.3051336270316,1.2628928744569943,0,1,Bold,1536,16.587954928609925,New
228,Wood_24,50.01542952983453,532.1834267891611,4.353675472598525,1,0,Shy,1536,24.43396787571638,First
229,Wood_3,49.61670160792853,512.8386061292883,5.339987618880318,1,3,Shy,1536,17.476914160595886,Full
230,Wood_7,44.39658418799914,482.1823441955466,3.4844875101988664,0,0,Medium,1536,23.827723502960197,New
231,Wood_4,51.477320541535924,514.1763230895781,10.903671641154439,1,0,Shy,1536,18.05648226246855,Full
232,Wood_20,51.441049841021695,516.7328833110387,2.739632047241147,0,0,Medium,1536,20.26617159630572,First
233,Wood_19,47.56390096099364,507.1676111513716,3.3301914121438996,0,1,Medium,1536,18.773859245788707,First
234,Wood_11,51.72963035763468,517.1858693158815,11.615663171688402,0,3,Bold,1536,23.520714101354447,First
235,Wood_21,48.17205293966549,479.8983688183097,11.725495505818827,0,2,Bold,1536,29.472374137293635,Last
236,Wood_28,55.60914044363549,525.4275055284885,0.5789139700542046,0,0,Medium,1536,15.284500784720887,New
237,Wood_8,53.04202178359372,505.78414031825713,2.4695421088340677,0,2,Shy,1536,23.264810617367168,Last
238,Wood_7,55.72365046864678,538.1802352912807,1.0324648388567512,1,0,Bold,1536,18.848514365069732,New
239,Wood_8,46.268187520255026,496.98964231267456,0.36939807917826756,1,1,Medium,1536,9.755287273473403,First
240,Wood_7,48.910400087139635,496.7091571746158,1.0908948261567941,0,0,Medium,1536,20.71491632825775,Last
241,Wood_13,52.2714120498058,503.56964105078,1.8036304452633303,1,0,Medium,1536,20.50333385601904,First
242,Wood_12,49.528784531792894,509.42748445756047,0.8403948700840516,1,3,Medium,1536,15.855856250122713,Last
243,Wood_10,49.74479374399442,512.8893068077266,0.6868772258066078,0,0,Bold,1536,15.55373988807094,New
244,Wood_6,51.94096755008396,511.0371476705034,3.6524235479136,0,1,Medium,1536,25.152904160091047,First
245,Wood_17,49.62749105640412,501.86950732952175,0.747795836251512,0,2,Medium,1536,17.695100035313942,Last
246,Wood_18,55.454723416946855,529.4314672450006,7.817924104179663,1,1,Medium,1536,26.275144759072077,Last
247,Wood_10,49.100256628987644,503.43936949122866,2.9382098851892695,1,3,Bold,1536,17.1427312383325,Last
248,Wood_6,52.263939623467806,520.5871204940596,0.8796335924441943,0,1,Shy,1536,24.044840853157492,New
249,Wood_15,47.772654935684855,494.4198797319925,0.8087424923817851,0,1,Medium,1536,17.845848050844417,New
250,Wood_28,52.83646808102517,511.81328411466893,3.5396815199304315,0,1,Medium,1536,28.425544958092082,Last
251,Wood_23,54.25718622141075,520.1076251378156,3.2225727795954757,0,3,Shy,1537,21.59970893790967,Full
252,Wood_19,50.7024354226066,508.9639700130165,2.6191491713142154,1,1,Medium,1537,25.30432342777265,New
253,Wood_10,52.09471663409439,513.3514683378623,2.430085156227472,1,4,Shy,1537,17.030145784649385,Full
254,Wood_28,50.2591646825083,480.61795678181556,0.4558949767401962,1,1,Medium,1537,15.775073233015283,First
255,Wood_27,51.27952472562394,495.190655897709,3.462873138775282,0,1,Medium,1537,23.31008600852299,Last
256,Wood_21,53.45828300784364,538.3763986652448,2.123464165683477,0,2,Bold,1537,27.162511140359832,First
257,Wood_24,47.95709321808688,492.2945707515074,6.543970378460234,1,1,Medium,1537,20.304898134315682,First
